Code;Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
1122.00;Vayne;Marksman;ADC;S;36.62;-15.40;0.50;0.03;-0.01;0.21;2.73
1123.00;Vayne;Marksman;TOP;B;36.61;-15.42;0.50;0.03;-0.01;0.21;2.73
1124.00;Veigar;Mage;MID;A;36.60;-15.43;0.50;0.03;-0.01;0.21;2.73
1125.00;Veigar;Mage;ADC;C;36.58;-15.45;0.50;0.03;-0.01;0.21;2.73
1126.00;Veigar;Mage;SUPPORT;D;36.57;-15.46;0.50;0.03;-0.01;0.21;2.73
1127.00;Vel'Koz;Mage;MID;B;36.56;-15.48;0.50;0.03;-0.01;0.21;2.73
1128.00;Vel'Koz;Mage;SUPPORT;B;36.55;-15.49;0.50;0.03;-0.01;0.21;2.73
1129.00;Vex;Mage;MID;God;36.53;-15.51;0.50;0.03;-0.01;0.21;2.73
1130.00;Vex;Mage;SUPPORT;D;36.52;-15.52;0.50;0.03;-0.01;0.21;2.73
1131.00;Vi;Fighter;JUNGLE;A;36.51;-15.54;0.50;0.03;-0.01;0.21;2.73
1132.00;Viego;Assassin;JUNGLE;God;36.49;-15.55;0.50;0.03;-0.01;0.21;2.73
1133.00;Viktor;Mage;MID;God;36.48;-15.57;0.50;0.03;-0.01;0.21;2.73
1134.00;Viktor;Mage;TOP;C;36.47;-15.58;0.50;0.03;-0.01;0.21;2.73
1135.00;Vladimir;Mage;MID;A;36.45;-15.60;0.50;0.03;-0.01;0.21;2.73
1136.00;Vladimir;Mage;TOP;C;36.44;-15.61;0.50;0.03;-0.01;0.21;2.73
1137.00;Volibear;Fighter;JUNGLE;B;36.43;-15.63;0.50;0.02;-0.01;0.21;2.73
1138.00;Volibear;Fighter;TOP;D;36.41;-15.64;0.50;0.02;-0.01;0.21;2.73
1139.00;Warwick;Fighter;JUNGLE;A;36.40;-15.66;0.50;0.02;-0.01;0.21;2.73
1140.00;Warwick;Fighter;TOP;D;36.39;-15.67;0.50;0.02;-0.01;0.22;2.73
1141.00;Wukong;Fighter;TOP;B;36.37;-15.69;0.50;0.02;-0.01;0.22;2.73
1142.00;Wukong;Fighter;JUNGLE;C;36.36;-15.70;0.50;0.02;-0.01;0.22;2.73
1143.00;Xayah;Marksman;ADC;B;36.35;-15.72;0.50;0.02;-0.01;0.22;2.73
1144.00;Xerath;Mage;MID;A;36.33;-15.73;0.50;0.02;-0.01;0.22;2.74
1145.00;Xerath;Mage;SUPPORT;A;36.32;-15.75;0.50;0.02;-0.01;0.22;2.74
1146.00;Xin Zhao;Fighter;JUNGLE;A;36.31;-15.76;0.50;0.02;-0.01;0.22;2.74
1147.00;Yasuo;Fighter;MID;God;36.29;-15.78;0.50;0.02;-0.01;0.22;2.74
1148.00;Yasuo;Fighter;TOP;B;36.28;-15.79;0.50;0.02;-0.01;0.22;2.74
1149.00;Yasuo;Fighter;ADC;C;36.27;-15.81;0.50;0.02;-0.01;0.22;2.74
1150.00;Yone;Assassin;MID;S;36.25;-15.82;0.50;0.02;-0.01;0.22;2.74
1151.00;Yone;Assassin;TOP;S;36.24;-15.84;0.50;0.02;-0.01;0.22;2.74
1152.00;Yorick;Fighter;TOP;B;36.23;-15.85;0.50;0.02;-0.01;0.22;2.74
1153.00;Yuumi;Support;SUPPORT;God;36.21;-15.87;0.50;0.02;-0.01;0.22;2.74
1154.00;Zac;Tank;JUNGLE;A;36.20;-15.88;0.50;0.01;-0.01;0.22;2.74
1155.00;Zed;Assassin;MID;God;36.19;-15.90;0.50;0.01;-0.01;0.22;2.74
1156.00;Zed;Assassin;JUNGLE;A;36.17;-15.91;0.50;0.01;-0.01;0.22;2.74
1157.00;Ziggs;Mage;ADC;B;36.16;-15.93;0.50;0.01;-0.01;0.22;2.74
1158.00;Ziggs;Mage;MID;C;36.15;-15.94;0.50;0.01;-0.01;0.22;2.74
1159.00;Zilean;Support;MID;A;36.13;-15.96;0.50;0.01;-0.01;0.22;2.74
1160.00;Zilean;Support;SUPPORT;A;36.12;-15.97;0.50;0.01;-0.01;0.22;2.74
1161.00;Zoe;Mage;MID;A;36.11;-15.99;0.50;0.01;-0.01;0.22;2.74
1162.00;Zyra;Mage;SUPPORT;A;36.09;-16.00;0.50;0.01;-0.01;0.22;2.74
1163.00;Aatrox;Fighter;TOP;A;36.08;-16.02;0.50;0.01;-0.01;0.22;2.74
1164.00;Aatrox;Fighter;TOP;A;36.07;-16.04;0.50;0.01;-0.01;0.22;2.74
1165.00;Ahri;Mage;MID;A;36.05;-16.05;0.50;0.01;-0.01;0.22;2.74
1166.00;Akali;Assassin;MID;S;36.04;-16.07;0.50;0.01;-0.01;0.22;2.74
1167.00;Akali;Assassin;TOP;A;36.03;-16.08;0.50;0.01;-0.01;0.22;2.74
1168.00;Akshan;Marksman;MID;S;36.01;-16.10;0.50;0.01;-0.01;0.22;2.74
1169.00;Akshan;Marksman;TOP;A;36.00;-16.11;0.50;0.01;-0.01;0.22;2.75
1170.00;Alistar;Tank;SUPPORT;B;35.99;-16.13;0.50;0.00;-0.01;0.22;2.75
1171.00;Amumu;Tank;JUNGLE;B;35.97;-16.14;0.50;0.00;-0.01;0.22;2.75
1172.00;Amumu;Tank;SUPPORT;C;35.96;-16.16;0.50;0.00;-0.01;0.22;2.75
1173.00;Anivia;Mage;MID;A;35.95;-16.17;0.50;0.00;-0.01;0.22;2.75
1174.00;Anivia;Mage;SUPPORT;D;35.93;-16.19;0.50;0.00;-0.01;0.22;2.75
1175.00;Annie;Mage;MID;A;35.92;-16.20;0.50;0.00;-0.01;0.22;2.75
1176.00;Aphelios;Marksman;ADC;C;35.91;-16.22;0.50;0.00;-0.01;0.22;2.75
1177.00;Ashe;Marksman;ADC;B;35.89;-16.23;0.50;0.00;-0.01;0.22;2.75
1178.00;Aurelion Sol;Mage;MID;B;35.88;-16.25;0.50;0.00;-0.01;0.22;2.75
1179.00;Azir;Mage;MID;D;35.87;-16.26;0.50;0.00;-0.01;0.22;2.75
1180.00;Bard;Support;SUPPORT;A;35.85;-16.28;0.50;0.00;-0.01;0.22;2.75
1181.00;Blitzcrank;Tank;SUPPORT;S;35.84;-16.29;0.50;0.00;-0.01;0.22;2.75
1182.00;Brand;Mage;SUPPORT;B;35.83;-16.31;0.50;0.00;-0.01;0.22;2.75
1183.00;Brand;Mage;MID;B;35.81;-16.32;0.50;0.00;-0.01;0.22;2.75
1184.00;Braum;Support;SUPPORT;A;35.80;-16.34;0.50;0.00;-0.01;0.22;2.75
1185.00;Caitlyn;Marksman;ADC;God;35.79;-16.35;0.50;0.00;-0.01;0.22;2.75
1186.00;Camille;Fighter;TOP;God;35.77;-16.37;0.50;0.00;-0.01;0.22;2.75
1187.00;Aatrox;Fighter;TOP;A;35.76;-16.38;0.50;-0.01;-0.01;0.22;2.75
1188.00;Ahri;Mage;MID;A;35.75;-16.40;0.50;-0.01;-0.01;0.22;2.75
1189.00;Akali;Assassin;MID;S;35.73;-16.41;0.50;-0.01;-0.01;0.22;2.75
1190.00;Akali;Assassin;TOP;A;35.72;-16.43;0.50;-0.01;-0.01;0.22;2.75
1191.00;Akshan;Marksman;MID;S;35.71;-16.44;0.50;-0.01;-0.01;0.22;2.75
1192.00;Akshan;Marksman;TOP;A;35.69;-16.46;0.50;-0.01;-0.01;0.22;2.75
1193.00;Alistar;Tank;SUPPORT;B;35.68;-16.47;0.50;-0.01;-0.01;0.22;2.75
1194.00;Amumu;Tank;JUNGLE;B;35.67;-16.49;0.50;-0.01;-0.01;0.22;2.75
1195.00;Amumu;Tank;SUPPORT;C;35.65;-16.50;0.50;-0.01;-0.01;0.22;2.76
1196.00;Anivia;Mage;MID;A;35.64;-16.52;0.50;-0.01;-0.01;0.22;2.76
1197.00;Anivia;Mage;SUPPORT;D;35.63;-16.53;0.50;-0.01;-0.01;0.22;2.76
1198.00;Annie;Mage;MID;A;35.61;-16.55;0.50;-0.01;-0.01;0.22;2.76
1199.00;Aphelios;Marksman;ADC;C;35.60;-16.56;0.50;-0.01;-0.01;0.22;2.76
1200.00;Ashe;Marksman;ADC;B;35.59;-16.58;0.50;-0.01;-0.01;0.22;2.76
1201.00;Aurelion Sol;Mage;MID;B;35.57;-16.59;0.50;-0.01;-0.01;0.22;2.76
1202.00;Azir;Mage;MID;D;35.56;-16.61;0.50;-0.01;-0.01;0.22;2.76
1203.00;Bard;Support;SUPPORT;A;35.55;-16.62;0.50;-0.02;-0.01;0.22;2.76
1204.00;Blitzcrank;Tank;SUPPORT;S;35.53;-16.64;0.50;-0.02;-0.01;0.22;2.76
1205.00;Brand;Mage;SUPPORT;B;35.52;-16.65;0.50;-0.02;-0.01;0.23;2.76
1206.00;Brand;Mage;MID;B;35.51;-16.67;0.50;-0.02;-0.01;0.23;2.76
1207.00;Braum;Support;SUPPORT;A;35.49;-16.68;0.50;-0.02;-0.01;0.23;2.76
1208.00;Caitlyn;Marksman;ADC;God;35.48;-16.70;0.50;-0.02;-0.01;0.23;2.76
1209.00;Camille;Fighter;TOP;God;35.47;-16.71;0.50;-0.02;-0.01;0.23;2.76
1210.00;Cassiopeia;Mage;MID;B;35.45;-16.73;0.50;-0.02;-0.01;0.23;2.76
1211.00;Cassiopeia;Mage;TOP;D;35.44;-16.74;0.50;-0.02;-0.01;0.23;2.76
1212.00;Cho'Gath;Tank;TOP;A;35.43;-16.76;0.50;-0.02;-0.01;0.23;2.76
1213.00;Cho'Gath;Tank;MID;C;35.41;-16.77;0.50;-0.02;-0.01;0.23;2.76
1214.00;Corki;Marksman;MID;A;35.40;-16.79;0.50;-0.02;-0.01;0.23;2.76
1215.00;Darius;Fighter;TOP;God;35.39;-16.80;0.50;-0.02;-0.01;0.23;2.76
1216.00;Diana;Fighter;JUNGLE;God;35.37;-16.82;0.50;-0.02;-0.01;0.23;2.76
1217.00;Diana;Fighter;MID;A;35.36;-16.83;0.50;-0.02;-0.01;0.23;2.76
1218.00;Dr. Mundo;Marksman;TOP;S;35.35;-16.85;0.50;-0.02;-0.01;0.23;2.76
1219.00;Draven;Fighter;ADC;B;35.33;-16.86;0.50;-0.02;-0.01;0.23;2.76
1220.00;Ekko;Assassin;JUNGLE;A;35.32;-16.88;0.50;-0.03;-0.01;0.23;2.77
1221.00;Ekko;Assassin;MID;A;35.31;-16.89;0.50;-0.03;-0.01;0.23;2.77
1222.00;Elise;Mage;JUNGLE;B;35.29;-16.91;0.50;-0.03;-0.01;0.23;2.77
1223.00;Evelynn;Assassin;JUNGLE;A;35.28;-16.92;0.50;-0.03;-0.01;0.23;2.77
1224.00;Ezreal;Marksman;ADC;God;35.27;-16.94;0.50;-0.03;-0.01;0.23;2.77
1225.00;Fiddlesticks;Mage;JUNGLE;B;35.25;-16.95;0.50;-0.03;-0.01;0.23;2.77
1226.00;Fiora;Fighter;TOP;S;35.24;-16.97;0.50;-0.03;-0.01;0.23;2.77
1227.00;Fizz;Assassin;MID;A;35.23;-16.98;0.50;-0.03;-0.01;0.23;2.77
1228.00;Galio;Tank;MID;A;35.21;-17.00;0.50;-0.03;-0.01;0.23;2.77
1229.00;Galio;Tank;SUPPORT;C;35.20;-17.01;0.50;-0.03;-0.01;0.23;2.77
1230.00;Gangplank;Fighter;TOP;S;35.19;-17.03;0.50;-0.03;-0.01;0.23;2.77
1231.00;Gangplank;Fighter;MID;C;35.17;-17.04;0.50;-0.03;-0.01;0.23;2.77
1232.00;Aatrox;Fighter;TOP;A;35.16;-17.06;0.50;-0.03;-0.01;0.23;2.77
1233.00;Ahri;Mage;MID;A;35.15;-17.07;0.50;-0.03;-0.01;0.23;2.77
1234.00;Akali;Assassin;MID;S;35.13;-17.09;0.50;-0.03;-0.01;0.23;2.77
1235.00;Akali;Assassin;TOP;A;35.12;-17.10;0.50;-0.03;-0.01;0.23;2.77
1236.00;Akshan;Marksman;MID;S;35.11;-17.12;0.50;-0.04;-0.01;0.23;2.77
1237.00;Akshan;Marksman;TOP;A;35.10;-17.13;0.50;-0.04;-0.01;0.23;2.77
1238.00;Alistar;Tank;SUPPORT;B;35.08;-17.15;0.50;-0.04;-0.01;0.23;2.77
1239.00;Amumu;Tank;JUNGLE;B;35.07;-17.16;0.50;-0.04;-0.01;0.23;2.77
1240.00;Amumu;Tank;SUPPORT;C;35.06;-17.18;0.50;-0.04;-0.01;0.23;2.77
1241.00;Aatrox;Fighter;TOP;A;35.04;-17.19;0.50;-0.04;-0.01;0.23;2.77
1242.00;Ahri;Mage;MID;A;35.03;-17.21;0.50;-0.04;-0.01;0.23;2.77
1243.00;Akali;Assassin;MID;S;35.02;-17.22;0.50;-0.04;-0.01;0.23;2.77
1244.00;Akali;Assassin;TOP;A;35.00;-17.24;0.50;-0.04;-0.01;0.23;2.77
1245.00;Akshan;Marksman;MID;S;34.99;-17.25;0.50;-0.04;-0.01;0.23;2.78
1246.00;Akshan;Marksman;TOP;A;34.98;-17.27;0.50;-0.04;-0.01;0.23;2.78
1247.00;Alistar;Tank;SUPPORT;B;34.96;-17.28;0.50;-0.04;-0.01;0.23;2.78
1248.00;Amumu;Tank;JUNGLE;B;34.95;-17.30;0.50;-0.04;-0.01;0.23;2.78
1249.00;Amumu;Tank;SUPPORT;C;34.94;-17.31;0.50;-0.04;-0.01;0.23;2.78
1250.00;Anivia;Mage;MID;A;34.92;-17.33;0.50;-0.04;-0.01;0.23;2.78
1251.00;Anivia;Mage;SUPPORT;D;34.91;-17.34;0.50;-0.04;-0.01;0.23;2.78
1252.00;Annie;Mage;MID;A;34.90;-17.36;0.50;-0.04;-0.01;0.23;2.78
1253.00;Aphelios;Marksman;ADC;C;34.88;-17.38;0.50;-0.05;-0.02;0.23;2.78
1254.00;Ashe;Marksman;ADC;B;34.87;-17.39;0.50;-0.05;-0.02;0.23;2.78
1255.00;Aurelion Sol;Mage;MID;B;34.86;-17.41;0.50;-0.05;-0.02;0.23;2.78
1256.00;Azir;Mage;MID;D;34.84;-17.42;0.50;-0.05;-0.02;0.23;2.78
1257.00;Bard;Support;SUPPORT;A;34.83;-17.44;0.50;-0.05;-0.02;0.23;2.78
1258.00;Blitzcrank;Tank;SUPPORT;S;34.82;-17.45;0.50;-0.05;-0.02;0.23;2.78
1259.00;Brand;Mage;SUPPORT;B;34.80;-17.47;0.50;-0.05;-0.02;0.23;2.78
1260.00;Brand;Mage;MID;B;34.79;-17.48;0.50;-0.05;-0.02;0.23;2.78
1261.00;Braum;Support;SUPPORT;A;34.78;-17.50;0.50;-0.05;-0.02;0.23;2.78
1262.00;Caitlyn;Marksman;ADC;God;34.76;-17.51;0.50;-0.05;-0.02;0.23;2.78
1263.00;Camille;Fighter;TOP;God;34.75;-17.53;0.50;-0.05;-0.02;0.23;2.78
1264.00;Cassiopeia;Mage;MID;B;34.74;-17.54;0.50;-0.05;-0.02;0.23;2.78
1265.00;Cassiopeia;Mage;TOP;D;34.72;-17.56;0.50;-0.05;-0.02;0.23;2.78
1266.00;Cho'Gath;Tank;TOP;A;34.71;-17.57;0.50;-0.05;-0.02;0.23;2.78
1267.00;Cho'Gath;Tank;MID;C;34.70;-17.59;0.50;-0.05;-0.02;0.23;2.78
1268.00;Corki;Marksman;MID;A;34.68;-17.60;0.50;-0.05;-0.02;0.23;2.78
1269.00;Darius;Fighter;TOP;God;34.67;-17.62;0.50;-0.06;-0.02;0.23;2.78
1270.00;Diana;Fighter;JUNGLE;God;34.66;-17.63;0.50;-0.06;-0.02;0.23;2.78
1271.00;Diana;Fighter;MID;A;34.64;-17.65;0.50;-0.06;-0.02;0.24;2.79
1272.00;Dr. Mundo;Marksman;TOP;S;34.63;-17.66;0.50;-0.06;-0.02;0.24;2.79
1273.00;Draven;Fighter;ADC;B;34.62;-17.68;0.50;-0.06;-0.02;0.24;2.79
1274.00;Ekko;Assassin;JUNGLE;A;34.60;-17.69;0.50;-0.06;-0.02;0.24;2.79
1275.00;Ekko;Assassin;MID;A;34.59;-17.71;0.50;-0.06;-0.02;0.24;2.79
1276.00;Elise;Mage;JUNGLE;B;34.58;-17.72;0.50;-0.06;-0.02;0.24;2.79
1277.00;Evelynn;Assassin;JUNGLE;A;34.56;-17.74;0.50;-0.06;-0.02;0.24;2.79
1278.00;Ezreal;Marksman;ADC;God;34.55;-17.75;0.50;-0.06;-0.02;0.24;2.79
1279.00;Fiddlesticks;Mage;JUNGLE;B;34.54;-17.77;0.50;-0.06;-0.02;0.24;2.79
1280.00;Fiora;Fighter;TOP;S;34.52;-17.78;0.50;-0.06;-0.02;0.24;2.79
1281.00;Fizz;Assassin;MID;A;34.51;-17.80;0.50;-0.06;-0.02;0.24;2.79
1282.00;Galio;Tank;MID;A;34.50;-17.81;0.50;-0.06;-0.02;0.24;2.79
1283.00;Galio;Tank;SUPPORT;C;34.48;-17.83;0.50;-0.06;-0.02;0.24;2.79
1284.00;Gangplank;Fighter;TOP;S;34.47;-17.84;0.50;-0.06;-0.02;0.24;2.79
1285.00;Gangplank;Fighter;MID;C;34.46;-17.86;0.50;-0.06;-0.02;0.24;2.79
1286.00;Garen;Fighter;TOP;S;34.44;-17.87;0.50;-0.07;-0.02;0.24;2.79
1287.00;Gnar;Fighter;TOP;A;34.43;-17.89;0.50;-0.07;-0.02;0.24;2.79
1288.00;Gragas;Fighter;TOP;C;34.42;-17.90;0.50;-0.07;-0.02;0.24;2.79
1289.00;Gragas;Fighter;JUNGLE;C;34.40;-17.92;0.50;-0.07;-0.02;0.24;2.79
1290.00;Gragas;Fighter;SUPPORT;D;34.39;-17.93;0.50;-0.07;-0.02;0.24;2.79
1291.00;Graves;Marksman;JUNGLE;S;34.38;-17.95;0.50;-0.07;-0.02;0.24;2.79
1292.00;Graves;Marksman;TOP;B;34.36;-17.96;0.50;-0.07;-0.02;0.24;2.79
1293.00;Gwen;Fighter;TOP;A;34.35;-17.98;0.50;-0.07;-0.02;0.24;2.79
1294.00;Gwen;Fighter;JUNGLE;C;34.34;-17.99;0.50;-0.07;-0.02;0.24;2.79
1295.00;Hecarim;Fighter;JUNGLE;S;34.32;-18.01;0.50;-0.07;-0.02;0.24;2.79
1296.00;Heimerdinger;Mage;MID;C;34.31;-18.02;0.50;-0.07;-0.02;0.24;2.80
1297.00;Heimerdinger;Mage;ADC;C;34.30;-18.04;0.50;-0.07;-0.02;0.24;2.80
1298.00;Heimerdinger;Mage;SUPPORT;C;34.28;-18.05;0.50;-0.07;-0.02;0.24;2.80
1299.00;Heimerdinger;Mage;TOP;D;34.27;-18.07;0.50;-0.07;-0.02;0.24;2.80
1300.00;Illaoi;Fighter;TOP;C;34.26;-18.08;0.50;-0.07;-0.02;0.24;2.80
1301.00;Irelia;Fighter;TOP;God;34.24;-18.10;0.50;-0.07;-0.02;0.24;2.80
1302.00;Irelia;Fighter;MID;A;34.23;-18.11;0.50;-0.07;-0.02;0.24;2.80
1303.00;Ivern;Support;JUNGLE;C;34.22;-18.13;0.50;-0.08;-0.02;0.24;2.80
1304.00;Janna;Support;SUPPORT;A;34.20;-18.14;0.50;-0.08;-0.02;0.24;2.80
1305.00;Jarvan IV;Tank;JUNGLE;A;34.19;-18.16;0.50;-0.08;-0.02;0.24;2.80
1306.00;Jax;Fighter;TOP;God;34.18;-18.17;0.50;-0.08;-0.02;0.24;2.80
1307.00;Jax;Fighter;JUNGLE;C;34.16;-18.19;0.50;-0.08;-0.02;0.24;2.80
1308.00;Jayce;Fighter;TOP;S;34.15;-18.20;0.50;-0.08;-0.02;0.24;2.80
1309.00;Jayce;Fighter;MID;B;34.14;-18.22;0.50;-0.08;-0.02;0.24;2.80
1310.00;Jhin;Marksman;ADC;God;34.12;-18.23;0.50;-0.08;-0.02;0.24;2.80
1311.00;Jinx;Marksman;ADC;God;34.11;-18.25;0.50;-0.08;-0.02;0.24;2.80
1312.00;Kai'Sa;Marksman;ADC;God;34.10;-18.26;0.50;-0.08;-0.02;0.24;2.80
1313.00;Kalista;Marksman;ADC;D;34.08;-18.28;0.50;-0.08;-0.02;0.24;2.80
1314.00;Karma;Mage;SUPPORT;S;34.07;-18.29;0.50;-0.08;-0.02;0.24;2.80
1315.00;Karthus;Mage;ADC;B;34.06;-18.31;0.50;-0.08;-0.02;0.24;2.80
1316.00;Karthus;Mage;MID;B;34.04;-18.32;0.50;-0.08;-0.02;0.24;2.80
1317.00;Karthus;Mage;JUNGLE;B;34.03;-18.34;0.50;-0.08;-0.02;0.24;2.80
1318.00;Kassadin;Assassin;MID;A;34.02;-18.35;0.50;-0.08;-0.02;0.24;2.80
1319.00;Katarina;Assassin;MID;S;34.00;-18.37;0.50;-0.09;-0.02;0.24;2.80
1320.00;Kayle;Fighter;TOP;A;33.99;-18.38;0.50;-0.09;-0.02;0.24;2.80
1321.00;Kayle;Fighter;MID;B;33.98;-18.40;0.50;-0.09;-0.02;0.24;2.80
1322.00;Kayn;Fighter;JUNGLE;S;33.96;-18.41;0.50;-0.09;-0.02;0.24;2.81
1323.00;Kennen;Mage;MID;B;33.95;-18.43;0.50;-0.09;-0.02;0.24;2.81
1324.00;Kennen;Mage;TOP;C;33.94;-18.44;0.50;-0.09;-0.02;0.24;2.81
1325.00;Kha'Zix;Assassin;JUNGLE;S;33.92;-18.46;0.50;-0.09;-0.02;0.24;2.81
1326.00;Kindred;Marksman;JUNGLE;B;33.91;-18.47;0.50;-0.09;-0.02;0.24;2.81
1327.00;Kled;Fighter;MID;A;33.90;-18.49;0.50;-0.09;-0.02;0.24;2.81
1328.00;Kled;Fighter;TOP;B;33.88;-18.50;0.50;-0.09;-0.02;0.24;2.81
1329.00;Kog'Maw;Marksman;ADC;B;33.87;-18.52;0.50;-0.09;-0.02;0.24;2.81
1330.00;LeBlanc;Assassin;MID;A;33.86;-18.53;0.50;-0.09;-0.02;0.24;2.81
1331.00;Lee Sin;Fighter;JUNGLE;God;33.84;-18.55;0.50;-0.09;-0.02;0.24;2.81
1332.00;Leona;Tank;SUPPORT;S;33.83;-18.56;0.50;-0.09;-0.02;0.24;2.81
1333.00;Lillia;Fighter;JUNGLE;B;33.82;-18.58;0.50;-0.09;-0.02;0.24;2.81
1334.00;Lillia;;TOP;D;33.80;-18.59;0.50;-0.09;-0.02;0.24;2.81
1335.00;Lissandra;Mage;MID;A;33.79;-18.61;0.50;-0.09;-0.02;0.24;2.81
1336.00;Lucian;Marksman;ADC;A;33.78;-18.62;0.50;-0.10;-0.02;0.25;2.81
1337.00;Lulu;Support;SUPPORT;God;33.76;-18.64;0.50;-0.10;-0.02;0.25;2.81
1338.00;Lux;Mage;SUPPORT;God;33.75;-18.65;0.50;-0.10;-0.02;0.25;2.81
1339.00;Lux;Mage;MID;S;33.74;-18.67;0.50;-0.10;-0.02;0.25;2.81
1340.00;Malphite;Tank;TOP;S;33.72;-18.68;0.50;-0.10;-0.02;0.25;2.81
1341.00;Malphite;Tank;MID;B;33.71;-18.70;0.50;-0.10;-0.02;0.25;2.81
1342.00;Malphite;Tank;SUPPORT;D;33.70;-18.71;0.50;-0.10;-0.02;0.25;2.81
1343.00;Malzahar;Mage;MID;A;33.69;-18.73;0.50;-0.10;-0.02;0.25;2.81
1344.00;Maokai;Tank;SUPPORT;B;33.67;-18.75;0.50;-0.10;-0.02;0.25;2.81
1345.00;Maokai;Tank;TOP;D;33.66;-18.76;0.50;-0.10;-0.02;0.25;2.81
1346.00;Master Yi;Assassin;JUNGLE;S;33.65;-18.78;0.50;-0.10;-0.02;0.25;2.81
1347.00;Miss Fortune;Marksman;ADC;A;33.63;-18.79;0.50;-0.10;-0.02;0.25;2.82
1348.00;Mordekaiser;Fighter;TOP;S;33.62;-18.81;0.50;-0.10;-0.02;0.25;2.82
1349.00;Morgana;Mage;SUPPORT;S;33.61;-18.82;0.50;-0.10;-0.02;0.25;2.82
1350.00;Nami;Support;SUPPORT;S;33.59;-18.84;0.50;-0.10;-0.02;0.25;2.82
1351.00;Nasus;Fighter;TOP;S;33.58;-18.85;0.50;-0.10;-0.02;0.25;2.82
1352.00;Nautilus;Tank;SUPPORT;S;33.57;-18.87;0.50;-0.11;-0.02;0.25;2.82
1353.00;Neeko;Mage;MID;C;33.55;-18.88;0.50;-0.11;-0.02;0.25;2.82
1354.00;Neeko;Mage;SUPPORT;D;33.54;-18.90;0.50;-0.11;-0.02;0.25;2.82
1355.00;Nidalee;Assassin;JUNGLE;A;33.53;-18.91;0.50;-0.11;-0.02;0.25;2.82
1356.00;Nocturne;Assassin;JUNGLE;B;33.51;-18.93;0.50;-0.11;-0.02;0.25;2.82
1357.00;Nunu;Tank;JUNGLE;A;33.50;-18.94;0.50;-0.11;-0.02;0.25;2.82
1358.00;Olaf;Fighter;JUNGLE;C;33.49;-18.96;0.50;-0.11;-0.02;0.25;2.82
1359.00;Olaf;Fighter;TOP;D;33.47;-18.97;0.50;-0.11;-0.02;0.25;2.82
1360.00;Orianna;Mage;MID;A;33.46;-18.99;0.50;-0.11;-0.02;0.25;2.82
1361.00;Ornn;Tank;TOP;A;33.45;-19.00;0.50;-0.11;-0.02;0.25;2.82
1362.00;Pantheon;Fighter;MID;B;33.43;-19.02;0.50;-0.11;-0.02;0.25;2.82
1363.00;Pantheon;Fighter;SUPPORT;D;33.42;-19.03;0.50;-0.11;-0.02;0.25;2.82
1364.00;Pantheon;Fighter;TOP;D;33.41;-19.05;0.50;-0.11;-0.02;0.25;2.82
1365.00;Poppy;Tank;JUNGLE;B;33.39;-19.06;0.50;-0.11;-0.02;0.25;2.82
1366.00;Poppy;Tank;TOP;B;33.38;-19.08;0.50;-0.11;-0.02;0.25;2.82
1367.00;Pyke;Support;SUPPORT;S;33.37;-19.09;0.50;-0.11;-0.02;0.25;2.82
1368.00;Qiyana;Assassin;MID;A;33.35;-19.11;0.50;-0.11;-0.02;0.25;2.82
1369.00;Qiyana;Assassin;JUNGLE;B;33.34;-19.12;0.50;-0.12;-0.02;0.25;2.82
1370.00;Quinn;Marksman;TOP;C;33.33;-19.14;0.50;-0.12;-0.02;0.25;2.82
1371.00;Rakan;Support;SUPPORT;A;33.31;-19.15;0.50;-0.12;-0.02;0.25;2.82
1372.00;Rammus;Tank;JUNGLE;A;33.30;-19.17;0.50;-0.12;-0.02;0.25;2.82
1373.00;Rek'Sai;Fighter;JUNGLE;A;33.29;-19.18;0.50;-0.12;-0.02;0.25;2.83
1374.00;Rell;Tank;SUPPORT;B;33.27;-19.20;0.50;-0.12;-0.02;0.25;2.83
1375.00;Renekton;Fighter;TOP;A;33.26;-19.21;0.50;-0.12;-0.02;0.25;2.83
1376.00;Renekton;Fighter;MID;B;33.25;-19.23;0.50;-0.12;-0.02;0.25;2.83
1377.00;Rengar;Assassin;JUNGLE;B;33.23;-19.24;0.50;-0.12;-0.02;0.25;2.83
1378.00;Rengar;Assassin;TOP;D;33.22;-19.26;0.50;-0.12;-0.02;0.25;2.83
1379.00;Riven;Fighter;TOP;S;33.21;-19.27;0.50;-0.12;-0.02;0.25;2.83
1380.00;Rumble;Fighter;MID;B;33.19;-19.29;0.50;-0.12;-0.02;0.25;2.83
1381.00;Rumble;Fighter;JUNGLE;C;33.18;-19.30;0.50;-0.12;-0.02;0.25;2.83
1382.00;Rumble;Fighter;TOP;D;33.17;-19.32;0.50;-0.12;-0.02;0.25;2.83
1383.00;Ryze;Mage;MID;C;33.15;-19.33;0.50;-0.12;-0.02;0.25;2.83
1384.00;Ryze;Mage;TOP;D;33.14;-19.35;0.50;-0.12;-0.02;0.25;2.83
1385.00;Samira;Marksman;ADC;B;33.13;-19.36;0.50;-0.13;-0.02;0.25;2.83
1386.00;Sejuani;Tank;JUNGLE;B;33.11;-19.38;0.50;-0.13;-0.02;0.25;2.83
1387.00;Sejuani;Tank;TOP;D;33.10;-19.39;0.50;-0.13;-0.02;0.25;2.83
